table_name,column_name,column_key,column_default,is_nullable,data_type,column_type,extra,referenced_table_name,referenced_column_name
FOOD_HK,BETA_CRYPTOXANTHIN,,,YES,float,"float(8,2)",,,
FOOD_HK,TOTAL_CAROTENE,,,YES,float,"float(8,2)",,,
FOOD_HK,VITAMIN_K,,,YES,float,"float(8,2)",,,
FOOD_HK,CALCIUM,,,YES,float,"float(8,2)",,,
FOOD_HK,CHOLINE,,,YES,float,"float(8,2)",,,
FOOD_HK,CHLORIDE,,,YES,float,"float(8,2)",,,
FOOD_HK,COPPER,,,YES,float,"float(8,2)",,,
FOOD_HK,HAEM_IRON,,,YES,float,"float(8,2)",,,
FOOD_HK,IODINE,,,YES,float,"float(8,2)",,,
FOOD_HK,IRON,,,YES,float,"float(8,2)",,,
FOOD_HK,MAGNESIUM,,,YES,float,"float(8,2)",,,
FOOD_HK,MANGANESE,,,YES,float,"float(8,2)",,,
FOOD_HK,NON_HAEM_IRON,,,YES,float,"float(8,2)",,,
FOOD_HK,PHOSPHORUS,,,YES,float,"float(8,2)",,,
FOOD_HK,POTASSIUM,,,YES,float,"float(8,2)",,,
FOOD_HK,SELENIUM,,,YES,float,"float(8,2)",,,
FOOD_HK,SODIUM,,,YES,float,"float(8,2)",,,
FOOD_HK,TOTAL_MINERALS,,,YES,float,"float(8,2)",,,
FOOD_HK,ZINC,,,YES,float,"float(8,2)",,,
FOOD_HK,ALCOHOL,,,YES,float,"float(8,2)",,,
FOOD_HK,CAFFEINE,,,YES,float,"float(8,2)",,,
FOOD_HK,WATER,,,YES,float,"float(8,2)",,,
FOOD_HK,ALANINE,,,YES,float,"float(8,2)",,,
FOOD_HK,ARGININE,,,YES,float,"float(8,2)",,,
FOOD_HK,ASPARTIC_ACID,,,YES,float,"float(8,2)",,,
FOOD_HK,CARNITINE,,,YES,float,"float(8,2)",,,
FOOD_HK,CYSTINE,,,YES,float,"float(8,2)",,,
FOOD_HK,GLUTAMIN_ACID,,,YES,float,"float(8,2)",,,
FOOD_HK,GLYCINE,,,YES,float,"float(8,2)",,,
FOOD_HK,HISTIDINE,,,YES,float,"float(8,2)",,,
FOOD_HK,ISOLEUCINE,,,YES,float,"float(8,2)",,,
FOOD_HK,LEUCINE,,,YES,float,"float(8,2)",,,
FOOD_HK,METHIONINE,,,YES,float,"float(8,2)",,,
FOOD_HK,PHENYLALANINE,,,YES,float,"float(8,2)",,,
FOOD_HK,PROLINE,,,YES,float,"float(8,2)",,,
FOOD_HK,SERINE,,,YES,float,"float(8,2)",,,
FOOD_HK,TAURINE,,,YES,float,"float(8,2)",,,
FOOD_HK,THREONINE,,,YES,float,"float(8,2)",,,
FOOD_HK,TRYPTOPHAN,,,YES,float,"float(8,2)",,,
FOOD_HK,TRYPTOPHAN_DIVIDED_BY_60,,,YES,float,"float(8,2)",,,
FOOD_HK,TYROSINE,,,YES,float,"float(8,2)",,,
FOOD_HK,VALINE,,,YES,float,"float(8,2)",,,
FOOD_HK,LYSINE,,,YES,float,"float(8,2)",,,
FOOD_HK,CHOLESTEROL,,,YES,float,"float(8,2)",,,
FOOD_HK,CIS_MONOUNSATURATED_FATTY_ACID,,,YES,float,"float(8,2)",,,
FOOD_HK,CIS_N3_FATTY_ACID,,,YES,float,"float(8,2)",,,
FOOD_HK,CIS_N6_FATTY_ACID,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_10_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_12_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_13_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_14_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_14_1,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_15_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_15_1,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_16_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_16_1,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_17_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_17_1,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_18_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_18_1,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_18_2 (LINOLEIC ACID OMEGA 6),,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_18_3 (ALA OMEGA 3),,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_18_4,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_20_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_20_1,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_20_3,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_20_4 (ARA),,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_20_5,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_22_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_22_1,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_22_5,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_22_6 (DHA),,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_24_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_4_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_6_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_8_0,,,YES,float,"float(8,2)",,,
FOOD_HK,FATTY_ACIDS_MONOUNSATURATED,,,YES,float,"float(8,2)",,,
FOOD_HK,PUFA,,,YES,float,"float(8,2)",,,
FOOD_HK,SATURATED_FATTY_ACIDS,,,YES,float,"float(8,2)",,,
FOOD_HK,TRANS_FATTY_ACID,,,YES,float,"float(8,2)",,,
FOOD_HK,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
FOOD_ID,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
FOOD_ID,UUID,UNI,,NO,varchar,varchar(36),,,
FOOD_ID,LOCALE,,,YES,varchar,varchar(100),,,
FOOD_ID,NAME,,,NO,varchar,varchar(255),,,
FOOD_ID,LOCAL_NAME,,,NO,varchar,varchar(255),,,
FOOD_ID,CODE,MUL,,NO,varchar,varchar(45),,,
FOOD_ID,CATEGORYID,MUL,,YES,int,int(10) unsigned,,FOOD_CATEGORY,ID
FOOD_ID,DANONE_FOOD_GROUPID,MUL,,YES,int,int(10) unsigned,,DANONE_FOOD_GROUP,ID
FOOD_ID,PORTION_SIZE,,,NO,varchar,varchar(50),,,
FOOD_ID,PORTION_WEIGHT,,0.000000000000000,YES,float,"float(20,15)",,,
FOOD_ID,EDIBLE PORTION,,,YES,float,"float(20,15)",,,
FOOD_ID,ENERGY,,,YES,float,"float(20,15)",,,
FOOD_ID,FAT,,,YES,float,"float(20,15)",,,
FOOD_ID,TOTAL_PROTEIN,,,YES,float,"float(20,15)",,,
FOOD_ID,TOTAL_CARBOHYDRATE,,,YES,float,"float(20,15)",,,
FOOD_ID,DIETARY_FIBER,,,YES,float,"float(20,15)",,,
FOOD_ID,DIGESTIBLE_CARBOHYDRATES,,,YES,float,"float(20,15)",,,
FOOD_ID,ENGLYST_FIBRE,,,YES,float,"float(20,15)",,,
FOOD_ID,FRUCTOSE,,,YES,float,"float(20,15)",,,
FOOD_ID,GLUCOSE,,,YES,float,"float(20,15)",,,
FOOD_ID,INTRINSIC_AND_MILK_SUGAR,,,YES,float,"float(20,15)",,,
FOOD_ID,LACTOSE,,,YES,float,"float(20,15)",,,
FOOD_ID,MALTOSE,,,YES,float,"float(20,15)",,,
FOOD_ID,GALACTOSE,,,YES,float,"float(20,15)",,,
FOOD_ID,NON_MILK_EXTRINSIC_SUGAR,,,YES,float,"float(20,15)",,,
FOOD_ID,OTHER_SUGAR,,,YES,float,"float(20,15)",,,
FOOD_ID,SOUTHGATE_FIBRE,,,YES,float,"float(20,15)",,,
FOOD_ID,STARCH,,,YES,float,"float(20,15)",,,
FOOD_ID,SUCROSE,,,YES,float,"float(20,15)",,,
FOOD_ID,TOTAL_SUGAR,,,YES,float,"float(20,15)",,,
FOOD_ID,ANIMAL_PROTEIN,,,YES,float,"float(20,15)",,,
FOOD_ID,NITROGEN,,,YES,float,"float(20,15)",,,
FOOD_ID,PLANT_PROTEIN,,,YES,float,"float(20,15)",,,
FOOD_ID,NIACIN_EQUIVALENT,,,YES,float,"float(20,15)",,,
FOOD_ID,NICOTINAMID,,,YES,float,"float(20,15)",,,
FOOD_ID,NICOTINIC_ACID,,,YES,float,"float(20,15)",,,
FOOD_ID,RETINOL,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_A_RAE,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_A_IU,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B1,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B12,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B2,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B3,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B5,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B6,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B7,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B8,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_B9,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_C,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_D,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_E,,,YES,float,"float(20,15)",,,
FOOD_ID,ALPHA_CAROTENE,,,YES,float,"float(20,15)",,,
FOOD_ID,BETA_CAROTENE,,,YES,float,"float(20,15)",,,
FOOD_ID,BETA_CRYPTOXANTHIN,,,YES,float,"float(20,15)",,,
FOOD_ID,TOTAL_CAROTENE,,,YES,float,"float(20,15)",,,
FOOD_ID,VITAMIN_K,,,YES,float,"float(20,15)",,,
FOOD_ID,CALCIUM,,,YES,float,"float(20,15)",,,
FOOD_ID,CHOLINE,,,YES,float,"float(20,15)",,,
FOOD_ID,CHLORIDE,,,YES,float,"float(20,15)",,,
FOOD_ID,COPPER,,,YES,float,"float(20,15)",,,
FOOD_ID,HAEM_IRON,,,YES,float,"float(20,15)",,,
FOOD_ID,IODINE,,,YES,float,"float(20,15)",,,
FOOD_ID,IRON,,,YES,float,"float(20,15)",,,
FOOD_ID,MAGNESIUM,,,YES,float,"float(20,15)",,,
FOOD_ID,MANGANESE,,,YES,float,"float(20,15)",,,
FOOD_ID,NON_HAEM_IRON,,,YES,float,"float(20,15)",,,
FOOD_ID,PHOSPHORUS,,,YES,float,"float(20,15)",,,
FOOD_ID,POTASSIUM,,,YES,float,"float(20,15)",,,
FOOD_ID,SELENIUM,,,YES,float,"float(20,15)",,,
FOOD_ID,SODIUM,,,YES,float,"float(20,15)",,,
FOOD_ID,TOTAL_MINERALS,,,YES,float,"float(20,15)",,,
FOOD_ID,ZINC,,,YES,float,"float(20,15)",,,
FOOD_ID,ALCOHOL,,,YES,float,"float(20,15)",,,
FOOD_ID,CAFFEINE,,,YES,float,"float(20,15)",,,
FOOD_ID,WATER,,,YES,float,"float(20,15)",,,
FOOD_ID,ALANINE,,,YES,float,"float(20,15)",,,
FOOD_ID,ARGININE,,,YES,float,"float(20,15)",,,
FOOD_ID,ASPARTIC_ACID,,,YES,float,"float(20,15)",,,
FOOD_ID,CARNITINE,,,YES,float,"float(20,15)",,,
FOOD_ID,CYSTINE,,,YES,float,"float(20,15)",,,
FOOD_ID,GLUTAMIN_ACID,,,YES,float,"float(20,15)",,,
FOOD_ID,GLYCINE,,,YES,float,"float(20,15)",,,
FOOD_ID,HISTIDINE,,,YES,float,"float(20,15)",,,
FOOD_ID,ISOLEUCINE,,,YES,float,"float(20,15)",,,
FOOD_ID,LEUCINE,,,YES,float,"float(20,15)",,,
FOOD_ID,METHIONINE,,,YES,float,"float(20,15)",,,
FOOD_ID,PHENYLALANINE,,,YES,float,"float(20,15)",,,
FOOD_ID,PROLINE,,,YES,float,"float(20,15)",,,
FOOD_ID,SERINE,,,YES,float,"float(20,15)",,,
FOOD_ID,TAURINE,,,YES,float,"float(20,15)",,,
FOOD_ID,THREONINE,,,YES,float,"float(20,15)",,,
FOOD_ID,TRYPTOPHAN,,,YES,float,"float(20,15)",,,
FOOD_ID,TRYPTOPHAN_DIVIDED_BY_60,,,YES,float,"float(20,15)",,,
FOOD_ID,TYROSINE,,,YES,float,"float(20,15)",,,
FOOD_ID,VALINE,,,YES,float,"float(20,15)",,,
FOOD_ID,LYSINE,,,YES,float,"float(20,15)",,,
FOOD_ID,CHOLESTEROL,,,YES,float,"float(20,15)",,,
FOOD_ID,CIS_MONOUNSATURATED_FATTY_ACID,,,YES,float,"float(20,15)",,,
FOOD_ID,CIS_N3_FATTY_ACID,,,YES,float,"float(20,15)",,,
FOOD_ID,CIS_N6_FATTY_ACID,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_10_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_12_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_13_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_14_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_14_1,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_15_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_15_1,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_16_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_16_1,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_17_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_17_1,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_18_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_18_1,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_18_2 (LINOLEIC ACID OMEGA 6),,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_18_3 (ALA OMEGA 3),,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_18_4,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_20_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_20_1,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_20_3,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_20_4 (ARA),,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_20_5,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_22_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_22_1,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_22_5,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_22_6 (DHA),,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_24_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_4_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_6_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_8_0,,,YES,float,"float(20,15)",,,
FOOD_ID,FATTY_ACIDS_MONOUNSATURATED,,,YES,float,"float(20,15)",,,
FOOD_ID,PUFA,,,YES,float,"float(20,15)",,,
FOOD_ID,SATURATED_FATTY_ACIDS,,,YES,float,"float(20,15)",,,
FOOD_ID,TRANS_FATTY_ACID,,,YES,float,"float(20,15)",,,
FOOD_ID,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
FOOD_MY,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
FOOD_MY,UUID,UNI,,NO,varchar,varchar(36),,,
FOOD_MY,LOCALE,,,YES,varchar,varchar(100),,,
FOOD_MY,NAME,,,NO,varchar,varchar(255),,,
FOOD_MY,LOCAL_NAME,,,NO,varchar,varchar(255),,,
FOOD_MY,CODE,MUL,,NO,varchar,varchar(45),,,
FOOD_MY,CATEGORYID,MUL,,YES,int,int(10) unsigned,,FOOD_CATEGORY,ID
FOOD_MY,DANONE_FOOD_GROUPID,MUL,,YES,int,int(10) unsigned,,DANONE_FOOD_GROUP,ID
FOOD_MY,PORTION_SIZE,,,NO,varchar,varchar(50),,,
FOOD_MY,PORTION_WEIGHT,,0.000,YES,float,"float(4,3)",,,
FOOD_MY,EDIBLE PORTION,,,YES,float,"float(4,3)",,,
FOOD_MY,ENERGY,,,YES,float,"float(4,3)",,,
FOOD_MY,FAT,,,YES,float,"float(4,3)",,,
FOOD_MY,TOTAL_PROTEIN,,,YES,float,"float(4,3)",,,
FOOD_MY,TOTAL_CARBOHYDRATE,,,YES,float,"float(4,3)",,,
FOOD_MY,DIETARY_FIBER,,,YES,float,"float(4,3)",,,
FOOD_MY,DIGESTIBLE_CARBOHYDRATES,,,YES,float,"float(4,3)",,,
FOOD_MY,ENGLYST_FIBRE,,,YES,float,"float(4,3)",,,
FOOD_MY,FRUCTOSE,,,YES,float,"float(4,3)",,,
FOOD_MY,GLUCOSE,,,YES,float,"float(4,3)",,,
FOOD_MY,INTRINSIC_AND_MILK_SUGAR,,,YES,float,"float(4,3)",,,
FOOD_MY,LACTOSE,,,YES,float,"float(4,3)",,,
FOOD_MY,MALTOSE,,,YES,float,"float(4,3)",,,
FOOD_MY,GALACTOSE,,,YES,float,"float(4,3)",,,
FOOD_MY,NON_MILK_EXTRINSIC_SUGAR,,,YES,float,"float(4,3)",,,
FOOD_MY,OTHER_SUGAR,,,YES,float,"float(4,3)",,,
FOOD_MY,SOUTHGATE_FIBRE,,,YES,float,"float(4,3)",,,
FOOD_MY,STARCH,,,YES,float,"float(4,3)",,,
FOOD_MY,SUCROSE,,,YES,float,"float(4,3)",,,
FOOD_MY,TOTAL_SUGAR,,,YES,float,"float(4,3)",,,
FOOD_MY,ANIMAL_PROTEIN,,,YES,float,"float(4,3)",,,
FOOD_MY,NITROGEN,,,YES,float,"float(4,3)",,,
FOOD_MY,PLANT_PROTEIN,,,YES,float,"float(4,3)",,,
FOOD_MY,NIACIN_EQUIVALENT,,,YES,float,"float(4,3)",,,
FOOD_MY,NICOTINAMID,,,YES,float,"float(4,3)",,,
FOOD_MY,NICOTINIC_ACID,,,YES,float,"float(4,3)",,,
FOOD_MY,RETINOL,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_A_RAE,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_A_IU,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B1,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B12,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B2,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B3,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B5,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B6,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B7,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B8,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_B9,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_C,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_D,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_E,,,YES,float,"float(4,3)",,,
FOOD_MY,ALPHA_CAROTENE,,,YES,float,"float(4,3)",,,
FOOD_MY,BETA_CAROTENE,,,YES,float,"float(4,3)",,,
FOOD_MY,BETA_CRYPTOXANTHIN,,,YES,float,"float(4,3)",,,
FOOD_MY,TOTAL_CAROTENE,,,YES,float,"float(4,3)",,,
FOOD_MY,VITAMIN_K,,,YES,float,"float(4,3)",,,
FOOD_MY,CALCIUM,,,YES,float,"float(4,3)",,,
FOOD_MY,CHOLINE,,,YES,float,"float(4,3)",,,
FOOD_MY,CHLORIDE,,,YES,float,"float(4,3)",,,
FOOD_MY,COPPER,,,YES,float,"float(4,3)",,,
FOOD_MY,HAEM_IRON,,,YES,float,"float(4,3)",,,
FOOD_MY,IODINE,,,YES,float,"float(4,3)",,,
FOOD_MY,IRON,,,YES,float,"float(4,3)",,,
FOOD_MY,MAGNESIUM,,,YES,float,"float(4,3)",,,
FOOD_MY,MANGANESE,,,YES,float,"float(4,3)",,,
FOOD_MY,NON_HAEM_IRON,,,YES,float,"float(4,3)",,,
FOOD_MY,PHOSPHORUS,,,YES,float,"float(4,3)",,,
FOOD_MY,POTASSIUM,,,YES,float,"float(4,3)",,,
FOOD_MY,SELENIUM,,,YES,float,"float(4,3)",,,
FOOD_MY,SODIUM,,,YES,float,"float(4,3)",,,
FOOD_MY,TOTAL_MINERALS,,,YES,float,"float(4,3)",,,
FOOD_MY,ZINC,,,YES,float,"float(4,3)",,,
FOOD_MY,ALCOHOL,,,YES,float,"float(4,3)",,,
FOOD_MY,CAFFEINE,,,YES,float,"float(4,3)",,,
FOOD_MY,WATER,,,YES,float,"float(4,3)",,,
FOOD_MY,ALANINE,,,YES,float,"float(4,3)",,,
FOOD_MY,ARGININE,,,YES,float,"float(4,3)",,,
FOOD_MY,ASPARTIC_ACID,,,YES,float,"float(4,3)",,,
FOOD_MY,CARNITINE,,,YES,float,"float(4,3)",,,
FOOD_MY,CYSTINE,,,YES,float,"float(4,3)",,,
FOOD_MY,GLUTAMIN_ACID,,,YES,float,"float(4,3)",,,
FOOD_MY,GLYCINE,,,YES,float,"float(4,3)",,,
FOOD_MY,HISTIDINE,,,YES,float,"float(4,3)",,,
FOOD_MY,ISOLEUCINE,,,YES,float,"float(4,3)",,,
FOOD_MY,LEUCINE,,,YES,float,"float(4,3)",,,
FOOD_MY,METHIONINE,,,YES,float,"float(4,3)",,,
FOOD_MY,PHENYLALANINE,,,YES,float,"float(4,3)",,,
FOOD_MY,PROLINE,,,YES,float,"float(4,3)",,,
FOOD_MY,SERINE,,,YES,float,"float(4,3)",,,
FOOD_MY,TAURINE,,,YES,float,"float(4,3)",,,
FOOD_MY,THREONINE,,,YES,float,"float(4,3)",,,
FOOD_MY,TRYPTOPHAN,,,YES,float,"float(4,3)",,,
FOOD_MY,TRYPTOPHAN_DIVIDED_BY_60,,,YES,float,"float(4,3)",,,
FOOD_MY,TYROSINE,,,YES,float,"float(4,3)",,,
FOOD_MY,VALINE,,,YES,float,"float(4,3)",,,
FOOD_MY,LYSINE,,,YES,float,"float(4,3)",,,
FOOD_MY,CHOLESTEROL,,,YES,float,"float(4,3)",,,
FOOD_MY,CIS_MONOUNSATURATED_FATTY_ACID,,,YES,float,"float(4,3)",,,
FOOD_MY,CIS_N3_FATTY_ACID,,,YES,float,"float(4,3)",,,
FOOD_MY,CIS_N6_FATTY_ACID,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_10_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_12_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_13_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_14_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_14_1,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_15_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_15_1,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_16_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_16_1,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_17_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_17_1,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_18_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_18_1,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_18_2 (LINOLEIC ACID OMEGA 6),,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_18_3 (ALA OMEGA 3),,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_18_4,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_20_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_20_1,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_20_3,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_20_4 (ARA),,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_20_5,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_22_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_22_1,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_22_5,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_22_6 (DHA),,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_24_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_4_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_6_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_8_0,,,YES,float,"float(4,3)",,,
FOOD_MY,FATTY_ACIDS_MONOUNSATURATED,,,YES,float,"float(4,3)",,,
FOOD_MY,PUFA,,,YES,float,"float(4,3)",,,
FOOD_MY,SATURATED_FATTY_ACIDS,,,YES,float,"float(4,3)",,,
FOOD_MY,TRANS_FATTY_ACID,,,YES,float,"float(4,3)",,,
FOOD_MY,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
FOOD_NL,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
FOOD_NL,UUID,UNI,,NO,varchar,varchar(36),,,
FOOD_NL,LOCALE,,,YES,varchar,varchar(100),,,
FOOD_NL,NAME,,,NO,varchar,varchar(255),,,
FOOD_NL,LOCAL_NAME,,,NO,varchar,varchar(255),,,
FOOD_NL,CODE,MUL,,NO,varchar,varchar(45),,,
FOOD_NL,CATEGORYID,MUL,,YES,int,int(10) unsigned,,FOOD_CATEGORY,ID
FOOD_NL,DANONE_FOOD_GROUPID,MUL,,YES,int,int(10) unsigned,,DANONE_FOOD_GROUP,ID
FOOD_NL,PORTION_SIZE,,,NO,varchar,varchar(50),,,
FOOD_NL,PORTION_WEIGHT,,0.000000000000000,YES,float,"float(20,15)",,,
FOOD_NL,EDIBLE PORTION,,,YES,float,"float(20,15)",,,
FOOD_NL,ENERGY,,,YES,float,"float(20,15)",,,
FOOD_NL,FAT,,,YES,float,"float(20,15)",,,
FOOD_NL,TOTAL_PROTEIN,,,YES,float,"float(20,15)",,,
FOOD_NL,TOTAL_CARBOHYDRATE,,,YES,float,"float(20,15)",,,
FOOD_NL,DIETARY_FIBER,,,YES,float,"float(20,15)",,,
FOOD_NL,DIGESTIBLE_CARBOHYDRATES,,,YES,float,"float(20,15)",,,
FOOD_NL,ENGLYST_FIBRE,,,YES,float,"float(20,15)",,,
FOOD_NL,FRUCTOSE,,,YES,float,"float(20,15)",,,
