table_name,column_name,column_key,column_default,is_nullable,data_type,column_type,extra,referenced_table_name,referenced_column_name
MEDICAL_HISTORY_RESPONSE,MEDICAL_HISTORYID,MUL,,YES,int,int(10) unsigned,,MEDICAL_HISTORY,ID
MEDICAL_HISTORY_RESPONSE,RESPONSE,,,NO,varchar,varchar(250),,,
MEDICAL_HISTORY_RESPONSE,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
MEDICAL_HISTORY_RESPONSE,UPDATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
MEDICAL_HISTORY_RESPONSE,ISACTIVE,,1,NO,tinyint,tinyint(1),,,
MEDICAL_HISTORY_RESPONSE,CREATED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
MILESTONE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
MILESTONE,NAME,,,NO,longtext,longtext,,,
MILESTONE,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
MILESTONE,ENGLISHID,,,YES,int,int(10) unsigned,,,
MILESTONE,ISACTIVE,,0,NO,tinyint,tinyint(1),,,
MILESTONE,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
MILESTONE,APPLANGACODE,,,YES,varchar,varchar(250),,,
OPTION_SCORE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
OPTION_SCORE,LABEL,,,YES,varchar,varchar(250),,,
OPTION_SCORE,SCORE,,0.00000000000,NO,float,"float(14,11)",,,
OPTION_SCORE,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
OPTION_SCORE,ENGLISHID,,,YES,int,int(11),,,
OPTION_SCORE,ISACTIVE,,1,NO,tinyint,tinyint(1),,,
OPTION_SCORE,APPLANGA_CODE,,,YES,varchar,varchar(255),,,
PROGRESS_TYPE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
PROGRESS_TYPE,NAME,,,NO,varchar,varchar(45),,,
PROGRESS_TYPE,MEASURE_TYPEID,MUL,,YES,int,int(10) unsigned,,MEASURE_TYPE,ID
PROGRESS_TYPE,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
QUESTION,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
QUESTION,LABEL,,,YES,varchar,varchar(250),,,
QUESTION,DESCRIPTION,,,YES,text,text,,,
QUESTION,IMAGE_FILE,,,YES,varchar,varchar(200),,,
QUESTION,QUESTIONNAIREID,MUL,,NO,int,int(10) unsigned,,QUESTIONNAIRE,ID
QUESTION,QUESTION_TYPEID,MUL,,NO,int,int(10) unsigned,,QUESTION_TYPE,ID
QUESTION,ISACTIVE,,1,NO,tinyint,tinyint(1),,,
QUESTION,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
QUESTION,ENGLISHID,,,YES,int,int(11),,,
QUESTION,MAX_CHOICES,,,NO,int,int(10) unsigned,,,
QUESTION,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
QUESTION,UPDATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
QUESTION,APPLANGA_CODE,,,YES,varchar,varchar(255),,,
QUESTIONNAIRE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
QUESTIONNAIRE,NAME,,,NO,varchar,varchar(50),,,
QUESTIONNAIRE,IMAGE,,,NO,varchar,varchar(200),,,
QUESTIONNAIRE,DESCRIPTION,,,NO,varchar,varchar(250),,,
QUESTIONNAIRE,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
QUESTIONNAIRE,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
QUESTIONNAIRE,ENGLISHID,,,YES,int,int(11),,,
QUESTIONNAIRE,APPLANGA_CODE,,,YES,varchar,varchar(255),,,
QUESTION_TYPE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
QUESTION_TYPE,NAME,,,YES,varchar,varchar(45),,,
QUESTION_TYPE,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
Q_ANSWER,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
Q_ANSWER,QUESTIONID,MUL,,NO,int,int(10) unsigned,,QUESTION,ID
Q_ANSWER,Q_OPTIONID,MUL,,NO,int,int(10) unsigned,,Q_OPTION,ID
Q_ANSWER,CHILDID,MUL,,NO,int,int(10) unsigned,,CHILD,ID
Q_ANSWER,ANSWERED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
Q_ANSWER,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
Q_OPTION,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
Q_OPTION,QUESTIONID,MUL,,NO,int,int(10) unsigned,,QUESTION,ID
Q_OPTION,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
Q_OPTION,UPDATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
Q_OPTION,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
Q_OPTION,OPTION_SCOREID,MUL,,NO,int,int(10) unsigned,,OPTION_SCORE,ID
Q_OPTION,ENGLISHID,,,YES,int,int(11),,,
REASON_CRYING,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
REASON_CRYING,LABEL,,,NO,varchar,varchar(225),,,
REASON_CRYING,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
REASON_CRYING,ENGLISHID,,,YES,int,int(11),,,
REASON_CRYING,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
REASON_CRYING,APPLANGACODE,,,YES,varchar,varchar(250),,,
RELATIONSHIP,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
RELATIONSHIP,NAME,,,NO,varchar,varchar(45),,,
RELATIONSHIP,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
RELATIONSHIP,UPDATED_AT,,,YES,timestamp,timestamp,,,
RELATIONSHIP,ALLOW_MULTIPLE,,0,NO,tinyint,tinyint(1),,,
RELATIONSHIP,ISACTIVE,,1,NO,tinyint,tinyint(1),,,
RELATIONSHIP,APPLANGACODE,,,YES,varchar,varchar(250),,,
SLEEPING,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SLEEPING,CHILDID,MUL,,NO,int,int(10) unsigned,,CHILD,ID
SLEEPING,START_AT,,,YES,timestamp,timestamp,,,
SLEEPING,END_AT,,,YES,timestamp,timestamp,,,
SLEEPING,SLEEP_CONDITIONID,MUL,,YES,int,int(10) unsigned,,SLEEP_CONDITION,ID
SLEEPING,CREATED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
SLEEPING,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
SLEEPING,TYPE,,,YES,smallint,smallint(6),,,
SLEEP_CONDITION,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SLEEP_CONDITION,LABEL,,,NO,varchar,varchar(225),,,
SLEEP_CONDITION,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
SLEEP_CONDITION,ENGLISHID,,,YES,int,int(11),,,
SLEEP_CONDITION,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
SLEEP_CONDITION,APPLANGACODE,,,YES,varchar,varchar(250),,,
STOOL_GRADE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
STOOL_GRADE,STOOLID,MUL,,NO,int,int(10) unsigned,,DIAPER_STOOL,ID
STOOL_GRADE,GRADE,,,YES,float,"float(7,6)",,,
STOOL_GRADE,GRADED_BY,,,YES,int,int(10) unsigned,,,
STOOL_GRADE,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
STOOL_GRADE,CREATED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
STOOL_GRADE,COLOR,,,YES,varchar,varchar(45),,,
STOOL_GRADE,CONSISTENCY,,,YES,varchar,varchar(45),,,
STOOL_GRADE,IS_AI_INFERRED,,0,YES,tinyint,tinyint(1),,,
STOOL_GRADE,USER_CHANGE_COLOR,,0,YES,tinyint,tinyint(1),,,
STOOL_GRADE,USER_CHANGE_CONSISTENCY,,0,YES,tinyint,tinyint(1),,,
STOOL_GRADE,AI_COLOR,,,YES,varchar,varchar(45),,,
STOOL_GRADE,AI_CONSISTENCY,,,YES,varchar,varchar(45),,,
SURVEY,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SURVEY,URL,,,NO,varchar,varchar(150),,,
SURVEY,END_AT,,,NO,timestamp,timestamp,,,
SURVEY,COUNTRY_CODE,MUL,,YES,varchar,varchar(3),,COUNTRY,CODE
SURVEY,CREATED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
SURVEY,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
SURVEY_ACCEPTANCE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SURVEY_ACCEPTANCE,SURVEYID,MUL,,NO,int,int(10) unsigned,,SURVEY,ID
SURVEY_ACCEPTANCE,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
SURVEY_ACCEPTANCE,ANSWERED,,0,YES,tinyint,tinyint(1),,,
SURVEY_ACCEPTANCE,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
SYMPTOM_QUESTION,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SYMPTOM_QUESTION,LABEL,,,NO,varchar,varchar(255),,,
SYMPTOM_QUESTION,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
SYMPTOM_QUESTION,UPDATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
SYMPTOM_QUESTION,APPLANGACODE,,,YES,varchar,varchar(250),,,
SYMPTOM_QUESTION_ANSWER,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SYMPTOM_QUESTION_ANSWER,RESPONSE,,,YES,varchar,varchar(255),,,
SYMPTOM_QUESTION_ANSWER,PHOTO_URL,,,YES,varchar,varchar(255),,,
SYMPTOM_QUESTION_ANSWER,SYMPTOM_SUMMARYID,MUL,,NO,int,int(10) unsigned,,SYMPTOM_SUMMARY,ID
SYMPTOM_QUESTION_ANSWER,SYMPTOM_QUESTIONID,MUL,,NO,int,int(10) unsigned,,SYMPTOM_QUESTION,ID
SYMPTOM_QUESTION_ANSWER,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
SYMPTOM_QUESTION_ANSWER,UPDATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
SYMPTOM_QUESTION_ANSWER,GROUP_SESSION,,,YES,varchar,varchar(50),,,
SYMPTOM_SUMMARY,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SYMPTOM_SUMMARY,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
SYMPTOM_SUMMARY,UPDATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
SYMPTOM_SUMMARY,ENDED_AT,,,YES,timestamp,timestamp,,,
SYMPTOM_SUMMARY,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
SYMPTOM_SUMMARY,CHILDID,MUL,,NO,int,int(10) unsigned,,CHILD,ID
SYSTEM_NOTES,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SYSTEM_NOTES,LICENSES,,,YES,text,text,,,
SYSTEM_NOTES,NUTRITION_CITATION,,,YES,text,text,,,
SYSTEM_NOTES,IS_ACTIVE,,1,YES,tinyint,tinyint(1),,,
SYSTEM_NOTES,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
SYSTEM_NOTES,UPDATED_AT,,,YES,timestamp,timestamp,,,
SYSTEM_ROLE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
SYSTEM_ROLE,NAME,UNI,,YES,varchar,varchar(50),,,
SYSTEM_ROLE,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
TERM_PRIVACY_ACCEPTANCE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
TERM_PRIVACY_ACCEPTANCE,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
TERM_PRIVACY_ACCEPTANCE,TERM_OPTIONSID,MUL,,NO,int,int(10) unsigned,,TERM_PRIVACY_OPTIONS,ID
TERM_PRIVACY_ACCEPTANCE,TOC_PRIVACYID,MUL,,NO,int,int(10) unsigned,,TOC_PRIVACY,ID
TERM_PRIVACY_ACCEPTANCE,ISACTIVE,,1,NO,tinyint,tinyint(1),,,
TERM_PRIVACY_ACCEPTANCE,ACCEPTED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
TERM_PRIVACY_ACCEPTANCE,CHECKED,,,YES,tinyint,tinyint(1),,,
TERM_PRIVACY_OPTIONS,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
TERM_PRIVACY_OPTIONS,NAME,,,NO,varchar,varchar(100),,,
THEME,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
THEME,COUNTRY_CODE,,,YES,varchar,varchar(3),,,
THEME,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
THEME,THEME,,,NO,json,json,,,
TOC_PRIVACY,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
TOC_PRIVACY,TOC,,,YES,text,text,,,
TOC_PRIVACY,PRIVACY,,,YES,text,text,,,
TOC_PRIVACY,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
TOC_PRIVACY,ISACTIVE,,0,NO,tinyint,tinyint(1),,,
TOC_PRIVACY,VERSION,,,YES,int,int(10) unsigned,,,
TOC_PRIVACY,ACTIVATED_AT,,,YES,timestamp,timestamp,,,
TOC_PRIVACY,DEACTIVATED_AT,,,YES,timestamp,timestamp,,,
TOC_PRIVACY,PUBLISHED_AT,,,YES,timestamp,timestamp,,,
TOC_PRIVACY,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
TOC_PRIVACY,CREATED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
TOC_PRIVACY,UPDATED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
TOC_PRIVACY,PRIVACY_COLLECTION_OF_DATA,,,YES,text,text,,,
TOC_PRIVACY,PRIVACY_READ_UNDERSTOOD,,,YES,text,text,,,
TOC_PRIVACY,ENGLISHID,,,YES,int,int(11),,,
TOC_PRIVACY,ISBROADCAST,,0,NO,tinyint,tinyint(1),,,
TOC_PRIVACY,COUNTRY_CODE,MUL,,YES,varchar,varchar(3),,COUNTRY,CODE
TOC_PRIVACY_ACCEPTANCE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
TOC_PRIVACY_ACCEPTANCE,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
TOC_PRIVACY_ACCEPTANCE,TOC_PRIVACYID,MUL,,NO,int,int(10) unsigned,,TOC_PRIVACY,ID
TOC_PRIVACY_ACCEPTANCE,ISACCEPTED_TOC,,1,NO,tinyint,tinyint(1),,,
TOC_PRIVACY_ACCEPTANCE,ISACCEPTED_PRIVACY_READ,,1,NO,tinyint,tinyint(1),,,
TOC_PRIVACY_ACCEPTANCE,ISACCEPTED_PRIVACY_COLLECT,,1,NO,tinyint,tinyint(1),,,
TOC_PRIVACY_ACCEPTANCE,TOC_ACCEPTED_AT,,,YES,timestamp,timestamp,,,
TOC_PRIVACY_ACCEPTANCE,PRIVACY_POLICY_READ_ACCEPTED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
TOC_PRIVACY_ACCEPTANCE,PRIVACY_POLICY_COLLECT_ACCEPTED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
TOC_PRIVACY_DRAFT,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
TOC_PRIVACY_DRAFT,TOC,,,YES,text,text,,,
TOC_PRIVACY_DRAFT,PRIVACY,,,YES,text,text,,,
TOC_PRIVACY_DRAFT,PRIVACY_COLLECTION_OF_DATA,,,YES,text,text,,,
TOC_PRIVACY_DRAFT,PRIVACY_READ_UNDERSTOOD,,,YES,text,text,,,
TOC_PRIVACY_DRAFT,LOCALEID,MUL,,NO,int,int(10) unsigned,,LOCALE,ID
TOC_PRIVACY_DRAFT,ENGLISHID,,,YES,int,int(11),,,
TOC_PRIVACY_DRAFT,TOC_PRIVACYID,MUL,,YES,int,int(10) unsigned,,TOC_PRIVACY,ID
TOC_PRIVACY_DRAFT,ISACTIVE,,1,YES,tinyint,tinyint(1),,,
TOC_PRIVACY_DRAFT,VERSION,,,NO,int,int(11),,,
TOC_PRIVACY_DRAFT,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
TOC_PRIVACY_DRAFT,COUNTRY_CODE,MUL,,YES,varchar,varchar(3),,COUNTRY,CODE
USER,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
USER,SYSTEM_ROLEID,MUL,,NO,int,int(10) unsigned,,SYSTEM_ROLE,ID
USER,FIRSTNAME,,,NO,varchar,varchar(45),,,
USER,LASTNAME,,,NO,varchar,varchar(45),,,
USER,EMAIL,UNI,,NO,varchar,varchar(45),,,
USER,NICKNAME,,,YES,varchar,varchar(45),,,
USER,IMAGE,,,YES,varchar,varchar(255),,,
USER,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER,UPDATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER,REGISTERED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER,ISACTIVE,,1,NO,tinyint,tinyint(1),,,
USER,BDAY,,,YES,varchar,varchar(255),,,
USER,COUNTRY,,,YES,varchar,varchar(255),,,
USER,USER_EDUCATIONID,,,YES,int,int(10) unsigned,,,
USER_APP_SETTING,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
USER_APP_SETTING,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
USER_APP_SETTING,SETTING,,,YES,json,json,,,
USER_APP_SETTING,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER_APP_SETTING,UPDATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER_CHILD,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
USER_CHILD,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
USER_CHILD,CHILDID,MUL,,NO,int,int(10) unsigned,,CHILD,ID
USER_CHILD,IS_CREATOR,,1,NO,tinyint,tinyint(1),,,
USER_CHILD,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER_EDUCATION,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
USER_EDUCATION,LEVEL,,,NO,varchar,varchar(250),,,
USER_EDUCATION,APPLANGACODE,,,YES,varchar,varchar(250),,,
USER_EDUCATION,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER_EDUCATION_FEEDBACK,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
USER_EDUCATION_FEEDBACK,EDUCATION_FEEDBACKID,MUL,,YES,int,int(10) unsigned,,EDUCATION_FEEDBACK,ID
USER_EDUCATION_FEEDBACK,USERID,MUL,,YES,int,int(10) unsigned,,USER,ID
USER_EDUCATION_FEEDBACK,RATING,,,YES,int,int(3),,,
USER_EDUCATION_FEEDBACK,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
USER_FIREBASE_TOKEN,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
USER_FIREBASE_TOKEN,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
USER_FIREBASE_TOKEN,FIREBASE_REGISTRATION_ID,,,YES,varchar,varchar(10000),,,
USER_FIREBASE_TOKEN,BADGE_COUNT,,,YES,int,int(11),,,
USER_FIREBASE_TOKEN,LOCALE,,,YES,varchar,varchar(45),,,
USER_QUESTIONNAIRE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
USER_QUESTIONNAIRE,USERID,MUL,,NO,int,int(10) unsigned,,USER,ID
USER_QUESTIONNAIRE,QUESTIONNAIREID,MUL,,NO,int,int(10) unsigned,,QUESTIONNAIRE,ID
USER_QUESTIONNAIRE,ISACTIVE,,1,NO,tinyint,tinyint(1),,,
USER_QUESTIONNAIRE,CREATED_AT,,CURRENT_TIMESTAMP,NO,timestamp,timestamp,,,
VIDEO,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
VIDEO,THUMBNAIL_FILENAME,,,YES,varchar,varchar(100),,,
VIDEO,FILENAME,,,YES,varchar,varchar(100),,,
VIDEO,SUBTITLE,,,YES,varchar,varchar(200),,,
VIDEO,SRT_FILENAME,,,YES,varchar,varchar(100),,,
VIDEO,DESCRIPTION,,,YES,varchar,varchar(250),,,
VIDEO,VIDEO_CATEGORYID,MUL,,YES,int,int(10) unsigned,,VIDEO_CATEGORY,ID
VIDEO,EDUCATION_VIDEOID,MUL,,YES,int,int(10) unsigned,,EDUCATION_VIDEO,ID
VIDEO,LOCALEID,MUL,,YES,int,int(10) unsigned,,LOCALE,ID
VIDEO,ENGLISHID,,,YES,int,int(11),,,
VIDEO,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
VIDEO,UPDATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
VIDEO,APPLANGACODESUBTITLE,,,YES,varchar,varchar(250),,,
VIDEO,APPLANGACODEDESCRIPTION,,,YES,varchar,varchar(250),,,
VIDEO_CATEGORY,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
VIDEO_CATEGORY,NAME,,,NO,varchar,varchar(45),,,
VIDEO_CATEGORY,IMG_ICON,,,YES,varchar,varchar(45),,,
VIDEO_CATEGORY,LOCALEID,MUL,,YES,int,int(10) unsigned,,LOCALE,ID
VIDEO_CATEGORY,ENGLISHID,,,YES,int,int(11),,,
VIDEO_CATEGORY,APPLANGACODE,,,YES,varchar,varchar(250),,,
VIDEO_VTAGS,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
VIDEO_VTAGS,VTAGID,MUL,,NO,int,int(10) unsigned,,VTAGS,ID
VIDEO_VTAGS,VIDEOID,MUL,,NO,int,int(10) unsigned,,VIDEO,ID
VTAGS,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
VTAGS,NAME,,,NO,varchar,varchar(45),,,
VTAGS,GROUP,,,YES,varchar,varchar(45),,,
VTAGS,LOCALEID,MUL,,YES,int,int(10) unsigned,,LOCALE,ID
VTAGS,ENGLISHID,,,YES,int,int(11),,,
VTAGS,APPLANGACODENAME,,,YES,varchar,varchar(250),,,
VTAGS,APPLANGACODEGROUP,,,YES,varchar,varchar(250),,,
WATER_FEEDING,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
WATER_FEEDING,CHILDID,MUL,,NO,int,int(10) unsigned,,CHILD,ID
WATER_FEEDING,CONVERTED_SI_VALUE,,,NO,float,"float(8,2)",,,
WATER_FEEDING,MEASURE_UNITID,MUL,,NO,int,int(10) unsigned,,MEASURE_UNIT,ID
WATER_FEEDING,ACTUAL_VALUE,,,NO,float,"float(8,2)",,,
WATER_FEEDING,ACTUAL_MEASURE_UNITID,MUL,,NO,int,int(10) unsigned,,MEASURE_UNIT,ID
WATER_FEEDING,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
WATER_FEEDING,CREATED_BY,MUL,,NO,int,int(10) unsigned,,USER,ID
WHO_GROWTH_CENTILE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
WHO_GROWTH_CENTILE,AGE_DAYS,,,NO,int,int(10) unsigned,,,
WHO_GROWTH_CENTILE,PERCENTILE_3,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PERCENTILE_15,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PERCENTILE_50,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PERCENTILE_85,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PERCENTILE_97,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PROGRESS_TYPEID,MUL,,YES,int,int(10) unsigned,,PROGRESS_TYPE,ID
WHO_GROWTH_CENTILE,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
WHO_GROWTH_CENTILE,GENDER,,,YES,varchar,varchar(255),,,
WHO_GROWTH_CENTILE,SOURCE,,,YES,varchar,varchar(3),,,
WHO_GROWTH_CENTILE,PERCENTILE_0_6,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PERCENTILE_16,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PERCENTILE_84,,,YES,float,"float(7,3)",,,
WHO_GROWTH_CENTILE,PERCENTILE_99_4,,,YES,float,"float(7,3)",,,
W_CONTENT,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
W_CONTENT,TITLE,,,NO,varchar,varchar(100),,,
W_CONTENT,DESCRIPTION,,,YES,varchar,varchar(1000),,,
W_CONTENT,COMPONENT,,,NO,varchar,varchar(50),,,
W_CONTENT,LOCALEID,MUL,,YES,int,int(10) unsigned,,LOCALE,ID
W_CONTENT,ENGLISHID,,,YES,int,int(11),,,
W_CONTENT,EDUCATIONID,MUL,,NO,int,int(10) unsigned,,EDUCATION,ID
W_CONTENT,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
W_CONTENT,UPDATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
W_CONTENT,APPLANGACODETITLE,,,YES,varchar,varchar(250),,,
W_CONTENT,APPLANGACODEDESCRIPTION,,,YES,varchar,varchar(250),,,
W_TIP,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
W_TIP,TITLE,,,NO,varchar,varchar(45),,,
W_TIP,LOCALEID,MUL,,YES,int,int(10) unsigned,,LOCALE,ID
W_TIP,ENGLISHID,,,YES,int,int(11),,,
W_TIP,EDUCATIONID,MUL,,NO,int,int(10) unsigned,,EDUCATION,ID
W_TIP,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
W_TIP,UPDATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
W_TIP,APPLANGACODE,,,YES,varchar,varchar(250),,,
W_TIP_DETAILS,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
W_TIP_DETAILS,TITLE,,,NO,varchar,varchar(100),,,
W_TIP_DETAILS,DESCRIPTION,,,YES,varchar,varchar(500),,,
W_TIP_DETAILS,IMAGE,,,YES,varchar,varchar(100),,,
W_TIP_DETAILS,LOCALEID,MUL,,YES,int,int(10) unsigned,,LOCALE,ID
W_TIP_DETAILS,ENGLISHID,,,YES,int,int(11),,,
W_TIP_DETAILS,W_TIPID,MUL,,NO,int,int(10) unsigned,,W_TIP,ID
W_TIP_DETAILS,APPLANGACODETITLE,,,YES,varchar,varchar(250),,,
W_TIP_DETAILS,APPLANGACODEDESCRIPTION,,,YES,varchar,varchar(250),,,
W_VIDEO_PRACTICE,ID,PRI,,NO,int,int(10) unsigned,auto_increment,,
W_VIDEO_PRACTICE,VIDEOID,MUL,,NO,int,int(10) unsigned,,VIDEO,ID
W_VIDEO_PRACTICE,QUESTION,,,NO,varchar,varchar(250),,,
W_VIDEO_PRACTICE,LOCALEID,MUL,,YES,int,int(10) unsigned,,LOCALE,ID
W_VIDEO_PRACTICE,CREATED_AT,,CURRENT_TIMESTAMP,YES,timestamp,timestamp,,,
W_VIDEO_PRACTICE,PRIORITY,,,NO,int,int(11),,,
W_VIDEO_PRACTICE,ENGLISHID,,,YES,int,int(11),,,
